course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
533,212,CCMC03,CCMC,0,\N,FEB,2016,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,26
653,99,CCMC03,CCMC,0,\N,FEB,2017,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,38
729,140,CCMC03,CCMC,0,\N,FEB,2018,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,50
