course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
538,8,FOER03,FOER,0,\N,JAN,2016,0,\N,0.5,25,299,500,0,12
637,6,FOER03,FOER,0,\N,JAN,2017,0,\N,0.5,25,299,500,0,24
