course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
615,89,CCMC01,CCMC,0,\N,AUG,2016,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,20
695,119,CCMC01,CCMC,0,\N,AUG,2017,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,32
761,29,CCMC01,CCMC,0,\N,AUG,2018,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,44
