course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
642,7,PTED03,PTED,0,\N,MAR,2017,15,\N,0.25,10,249,50,0,27
699,1,PTED03,PTED,0,\N,MAR,2018,15,\N,0.25,10,249,50,0,39
