course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
660,93,CCMC03,CCMC,0,\N,APR,2017,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,
731,134,CCMC03,CCMC,0,\N,APR,2018,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,
