course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
581,10,RAON02,RAON,0,\N,OCT,2016,15,\N,0.5,24,349,50,0,22
673,22,RAON02,RAON,0,\N,OCT,2017,15,\N,0.5,24,349,12,0,34
765,8,RAON02,RAON,0,\N,OCT,2018,15,\N,0.5,24,349,25,0,46
