course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
473,21,FONP01,FONP,0,\N,JUN,2015,0,\N,0.75,40,399,500,0,6
562,73,FONP01,FONP,0,\N,JUN,2016,0,\N,0.75,40,399,500,0,18
771,41,FONP01,FONP,0,\N,JUN,2018,0,\N,0.75,40,399,500,0,42
