course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
513,53,FONP02,FONP,0,\N,SEP,2015,0,\N,0.75,40,399,500,0,9
596,39,FONP02,FONP,0,\N,SEP,2016,0,\N,0.75,40,399,500,0,21
679,95,FONP02,FONP,0,\N,SEP,2017,0,\N,0.75,40,399,500,0,33
