course_id,Enrol_Num,Course_name,course_code,on_demand,on_demand_duration,Month,Year,Minimum_Enrolment,prerequisite_course_code,credit,learning_hours,course_fee,maximum_capacity,is_external,Month_Diff
658,30,CCMC02,CCMC,0,\N,NOV,2016,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,23
715,110,CCMC02,CCMC,0,\N,NOV,2017,0,"[""CHEM"",""ONSC"",""PSCB""]",0,5,113,700,0,35
